input,target,prediction
mahesan,மகேசன்,மேசேன்
keenl,கேனல்,கேன்ல்
kudhinkaalgalai,குதிங்கால்களை,குதின்கால்களை
nadandhuvaruvathaagavum,நடந்துவருவதாகவும்,நடந்துவராகவதகவும்
cherbiya,செர்பியா,செர்பிய
matriyirunthathaakavum,மாற்றியிருந்ததாகவும்,மற்றியிருந்ததாகவும்
aavanapaduthuvathu,ஆவணப்படுத்துவது,ஆனவபடுவதுவது
kurichi,குறிச்சி,குரிசி
varshney,வர்ஷ்னே,வர்ச்னிய
thirankal,திறன்கள்,திரங்கள்
paliyiduvathu,பலியிடுவது,பலியிடுவது
veezhchchiyin,வீழ்ச்சியின்,வீழ்சிசியின்
durkkai,துர்க்கை,துற்க்கை
iraagavanai,இராகவனை,இராகவனை
kodiye,கோடியே,கோடியே
distriparks,டிஸ்ட்ரிபார்க்ஸ்,டிஸ்ரிரப்்்்்
mesion,மிஷன்,மெசியன்
nisan,நிசான்,நிசன்
kooriyirunthathaalum,கூறியிருந்ததாலும்,கூறியிருந்தாலலும்
nootrtriyettu,நூற்றியெட்டு,நூற்றியிட்டு
vayal,தன்,வயா்
paduththiyadhu,படுத்தியது,படுத்தியது
kadaisiyaaga,கடைசியாக,கடைசியாக
titan,டைடன்,டிடன்
manathukku,மனதுக்கு,மனதுக்கு
vivaatha,விவாத,விவாத
anumadhikavillai,அனுமதிக்கவில்லை,அனுமதிகளில்லை
niyamikka,நியமிக்க,நியமிக்க
kulonsillaa,குளோன்ஸில்லா,குல்னிச்லோலா
peepi,பீபி,பீபி
fremont,ஃபிரீமாண்ட்,பிராம்ட்டன
africa,ஆபிரிக்கா,அர்சிகா
parathaechi,பரதேசி,பததேசசி
sonnathum,சொன்னதும்,சொன்னதும்
avaridam,அவரிடம்,அவரிடம்
kolukkattai,கொழுக்கட்டை,கொளுக்கட்டை
aalaiyam,ஆலையம்,ஆளையம்
qarachy,கராச்சி,கார்ச்
pandavargalum,பாண்டவர்களும்,பண்டவர்களும்
kollappadavullamaiyum,கொள்ளப்படவுள்ளமையும்,கொள்ளப்படுவைளையயயும்
asuraththakkuthalgalil,அசுரத்தாக்குதல்களில்,அசுரத்தக்கக்கககளி்
poly,பாலி,போல்
verenna,வேறென்ன,வெர்ந்னா
mendru,மென்று,மேன்று
polutil,மாலைப்,பொலுடில்
kooriyapoothu,கூறியபோது,கூரியபோது
kaaranaththaith,காரணத்தைத்,காரணத்தைத்
potter,போட்டெர்,போட்டேர்
sirithum,சிறிதும்,சிறிதும்
banks,பேங்க்ஸ்,பாாஸ்
nasra,நாசிர்,ஷ்சரா
espinoza,எஸ்பினோசா,எஸ்பெனில
kalloori,கல்லூரி,கல்லூரி
unarnthaan,உணர்ந்தான்,உணர்ந்தான்
piravaecha,பிரவேச,பிரவேசச
niruththappattu,நிறுத்தப்பட்டு,நிறுத்தப்பட்டு
thambathi,தம்பதி,தம்பதி
guha,குஹா,கு
vatamaerkil,வடமேற்கில்,வடமேர்கில்
unnidam,உன்னிடம்,உண்ணிடம்
veettirguch,வீட்டிற்குச்,வீட்டிற்குச்
thoontriya,தோன்றிய,தூன்றிய
kaankiraar,காண்கிறார்,காண்கிறார்
pirakaasa,சைவப்,பிராசசச
gud,குட்,குட்
expo,எக்ஸ்போ,ஹாக்கோ
tokaiyaik,தொகையைக்,டொகையைக்
bauroon,போரான்,பாரூன்
aaytha,ஆய்த,ஆய்த
titanium,டைட்டானியம்,ட்டனினும்
avaroo,அவரோ,அவரூ
sottiyirunthathu,சொட்டியிருந்தது,சொட்டியிருந்தது
chakkarangalai,சக்கரங்களை,சக்கரங்களை
kadhaiyamsangaludan,கதையம்சங்களுடன்,கதைமம்சிக்குடன்
magaalatchumi,மகாலட்சுமி,மகாலட்சுசி
coult,கோல்ட்,கோல்ட்
valakkukalum,வழக்குகளும்,வளக்குகளும்
nalloor,நல்லோர்,நல்லூர்
kodiyertrathudan,கொடியேற்றத்துடன்,கொடியெற்றதுடன்
panigazhin,பணிகளின்,பணிகழின்
sarvargal,சர்வர்கள்,சர்வர்கள்
taraa,தாரா,தரா
aangalae,ஆண்களே,ஆங்களே
adhaepoal,அதேபோல்,அதீபோல்
covaiyin,கோவையின்,கொவையின்
arupaththu,அறுபத்து,அறுபத்து
kaalathung,காலத்துங்,காலதுக்
adiththuvittadhagavum,அடித்துவிட்டதாகவும்,அடித்துவிட்டதககவும்
darvyn,டார்வின்,தர்வின்
payir,பயிர்,பயிர்
panipat,பானிபட்,பணிபட்
nanmaiyaka,நன்மையாக,நண்மையக
thogaiyee,தொகையே,தோகையே
veil,வீல்,வெய்
serkkaikal,சேர்க்கைகள்,செற்க்கைகள்
palagaiyin,பலகையின்,பலகையின்
ivaiyellaam,இவையெல்லாம்,இவையெல்லாம்
kazhalai,கழலை,கழலை
swamy,சுவாமி,ஸ்வம்ய்
auuguust,ஆகஸ்ட்,ஆகுசம்ட்
oozhalil,ஊழலில்,எழலில்
mattancheri,மட்டன்சேரி,மட்டங்சேரி
vidhdhiyaa,வித்தியா,வித்தியா
noolagaththil,நூலகத்தில்,நூலகத்தில்
sailaja,சைலஜா,சைலோ
rancho,ரான்சோ,ராஞ்சோ
visaeshamaana,விசேஷமான,விசஷமான
pannirandaam,பன்னிரண்டாம்,பண்னிர்நாடம்
mathura,மதுரா,மதுர
katchikalai,கட்சிகளை,கட்சிகளை
manatil,அடி,மனட்ிி
kaiyal,கையாள்,கையல்
magilchchiyum,மகிழ்ச்சியும்,மகிச்சிசியும்
skotch,ஸ்காட்ச்,ஸ்காட்ச்
anuppiulladhu,அனுப்பியுள்ளது,அனுப்பிலுள்து
bogi,போகி,போகி
panakkaararkal,பணக்காரர்கள்,பணக்காரர்கள்
veliyidavillai,வெளியிடவில்லை,வெளியிடவில்லை
sanggaththirku,சங்கத்திற்கு,சங்கத்திற்கு
ezhuvadhudhaan,எழுவதுதான்,எழுவதுதான்
neerittaal,நேரிட்டால்,நீரிட்டால்
kovalanum,கோவலனும்,கொளவனும்
